user_id,signup_date,acquisition_channel,plan_type,is_paid,paid_conversion_date,days_to_paid,retained_30d,revenue_usd
U001278,2025-04-08,Paid Search,Free,0,,,0,0.0
U001279,2025-05-26,Direct,Pro,1,2025-05-30,4,1,44.56
U001280,2025-10-16,Email,Free,0,,,0,0.0
U001281,2025-01-16,Email,Free,0,,,0,0.0
U001282,2025-08-11,Paid Search,Basic,1,2025-08-13,2,0,16.34
U001283,2025-01-17,Social,Free,0,,,0,0.0
U001284,2025-07-26,Direct,Free,0,,,0,0.0
U001285,2025-06-30,Paid Search,Free,0,,,0,0.0
U001286,2025-01-19,Email,Pro,1,2025-02-03,15,1,73.93
U001287,2025-07-25,Organic Search,Free,0,,,0,0.0
U001288,2025-08-03,Referral,Pro,1,2025-08-03,0,1,90.38
U001289,2025-05-02,Organic Search,Free,0,,,0,0.0
U001290,2025-05-09,Direct,Free,0,,,0,0.0
U001291,2025-01-25,Organic Search,Free,0,,,0,0.0
U001292,2025-06-17,Referral,Free,0,,,0,0.0
U001293,2025-01-20,Organic Search,Free,0,,,0,0.0
U001294,2025-02-04,Organic Search,Free,0,,,0,0.0
U001295,2025-04-20,Paid Search,Free,0,,,0,0.0
U001296,2025-05-01,Referral,Free,0,,,0,0.0
U001297,2025-08-24,Organic Search,Free,0,,,0,0.0
U001298,2025-05-15,Social,Free,0,,,0,0.0
U001299,2025-02-10,Paid Search,Free,0,,,0,0.0
U001300,2025-06-28,Organic Search,Free,0,,,0,0.0
U001301,2025-10-27,Paid Search,Pro,1,2025-10-29,2,0,60.71
U001302,2025-10-10,Organic Search,Free,0,,,0,0.0
U001303,2025-06-06,Organic Search,Free,0,,,0,0.0
U001304,2025-08-04,Direct,Free,0,,,0,0.0
U001305,2025-04-24,Social,Free,0,,,0,0.0
U001306,2025-08-24,Social,Free,0,,,0,0.0
U001307,2025-10-09,Paid Search,Basic,1,2025-10-13,4,1,31.81
U001308,2025-04-29,Social,Free,0,,,0,0.0
U001309,2025-07-09,Referral,Free,0,,,0,0.0
U001310,2025-04-07,Organic Search,Basic,1,2025-04-10,3,1,25.4
U001311,2025-10-24,Referral,Free,0,,,0,0.0
U001312,2025-10-09,Referral,Enterprise,1,2025-10-11,2,1,272.32
U001313,2025-03-31,Organic Search,Enterprise,1,2025-04-01,1,1,209.51
U001314,2025-10-10,Referral,Free,0,,,0,0.0
U001315,2025-05-28,Organic Search,Free,0,,,0,0.0
U001316,2025-10-10,Email,Enterprise,1,2025-10-10,0,1,153.32
U001317,2025-02-26,Referral,Free,0,,,0,0.0
U001318,2025-08-23,Organic Search,Free,0,,,0,0.0
U001319,2025-04-19,Social,Free,0,,,0,0.0
U001320,2025-08-07,Paid Search,Free,0,,,0,0.0
U001321,2025-07-19,Referral,Pro,1,2025-07-22,3,1,58.62
U001322,2025-09-28,Social,Free,0,,,0,0.0
U001323,2025-08-05,Paid Search,Free,0,,,0,0.0
U001324,2025-07-19,Organic Search,Basic,1,2025-07-24,5,0,24.65
U001325,2025-10-05,Social,Pro,1,2025-10-08,3,1,64.1
U001326,2025-05-15,Social,Free,0,,,0,0.0
U001327,2025-07-08,Direct,Free,0,,,0,0.0
U001328,2025-05-19,Email,Basic,1,2025-05-20,1,1,21.35
U001329,2025-03-14,Email,Free,0,,,0,0.0
U001330,2025-07-24,Social,Free,0,,,0,0.0
U001331,2025-03-13,Organic Search,Free,0,,,0,0.0
U001332,2025-06-23,Email,Free,0,,,0,0.0
U001333,2025-06-28,Paid Search,Free,0,,,0,0.0
U001334,2025-09-11,Referral,Free,0,,,0,0.0
U001335,2025-07-22,Direct,Basic,1,2025-08-08,17,0,21.59
U001336,2025-07-16,Referral,Free,0,,,0,0.0
U001337,2025-09-29,Paid Search,Pro,1,2025-10-03,4,0,76.97
U001338,2025-01-15,Referral,Pro,1,2025-01-17,2,1,69.06
U001339,2025-07-25,Paid Search,Basic,1,2025-07-26,1,0,31.14
U001340,2025-07-08,Social,Free,0,,,0,0.0
U001341,2025-08-23,Paid Search,Basic,1,2025-08-29,6,1,19.18
U001342,2025-04-27,Organic Search,Free,0,,,0,0.0
U001343,2025-04-06,Organic Search,Basic,1,2025-04-15,9,0,27.88
U001344,2025-01-30,Email,Free,0,,,0,0.0
U001345,2025-01-09,Paid Search,Basic,1,2025-01-14,5,1,31.16
U001346,2025-10-24,Email,Free,0,,,0,0.0
U001347,2025-04-06,Organic Search,Free,0,,,0,0.0
U001348,2025-07-22,Direct,Free,0,,,0,0.0
U001349,2025-02-14,Paid Search,Free,0,,,0,0.0
U001350,2025-02-09,Organic Search,Free,0,,,0,0.0
U001351,2025-08-28,Social,Free,0,,,0,0.0
U001352,2025-10-21,Referral,Free,0,,,0,0.0
U001353,2025-06-03,Organic Search,Free,0,,,0,0.0
U001354,2025-02-28,Paid Search,Basic,1,2025-03-11,11,1,30.12
U001355,2025-10-22,Email,Enterprise,1,2025-10-25,3,1,187.72
U001356,2025-02-18,Referral,Free,0,,,0,0.0
U001357,2025-06-12,Organic Search,Free,0,,,0,0.0
U001358,2025-09-29,Referral,Free,0,,,0,0.0
U001359,2025-04-19,Social,Free,0,,,0,0.0
U001360,2025-01-19,Organic Search,Free,0,,,0,0.0
U001361,2025-03-28,Organic Search,Basic,1,2025-04-05,8,1,23.62
U001362,2025-09-14,Organic Search,Free,0,,,0,0.0
U001363,2025-01-06,Social,Free,0,,,0,0.0
U001364,2025-07-15,Direct,Free,0,,,0,0.0
U001365,2025-04-23,Direct,Free,0,,,0,0.0
U001366,2025-06-21,Direct,Free,0,,,0,0.0
U001367,2025-02-09,Organic Search,Free,0,,,0,0.0
U001368,2025-03-08,Email,Free,0,,,0,0.0
U001369,2025-07-13,Direct,Basic,1,2025-07-16,3,1,18.14
U001370,2025-01-12,Referral,Free,0,,,0,0.0
U001371,2025-05-26,Referral,Free,0,,,0,0.0
U001372,2025-05-11,Social,Free,0,,,0,0.0
U001373,2025-06-24,Referral,Free,0,,,0,0.0
U001374,2025-01-10,Organic Search,Pro,1,2025-01-12,2,1,94.1
U001375,2025-01-08,Paid Search,Free,0,,,0,0.0
U001376,2025-05-20,Paid Search,Free,0,,,0,0.0
U001377,2025-04-29,Paid Search,Free,0,,,0,0.0
U001378,2025-05-01,Paid Search,Basic,1,2025-05-12,11,0,23.89
U001379,2025-07-04,Direct,Free,0,,,0,0.0
U001380,2025-04-04,Email,Basic,1,2025-04-04,0,0,28.76
U001381,2025-05-06,Paid Search,Free,0,,,0,0.0
U001382,2025-02-21,Referral,Pro,1,2025-02-26,5,1,79.19
U001383,2025-09-21,Paid Search,Free,0,,,0,0.0
U001384,2025-09-22,Paid Search,Basic,1,2025-09-27,5,1,26.79
U001385,2025-01-19,Organic Search,Free,0,,,0,0.0
U001386,2025-09-20,Email,Free,0,,,0,0.0
U001387,2025-09-23,Referral,Free,0,,,0,0.0
U001388,2025-01-27,Organic Search,Basic,1,2025-01-28,1,1,34.57
U001389,2025-09-12,Organic Search,Free,0,,,0,0.0
U001390,2025-07-15,Email,Free,0,,,0,0.0
U001391,2025-03-23,Paid Search,Free,0,,,0,0.0
U001392,2025-10-09,Organic Search,Free,0,,,0,0.0
U001393,2025-08-07,Paid Search,Free,0,,,0,0.0
U001394,2025-03-04,Paid Search,Free,0,,,0,0.0
U001395,2025-04-06,Email,Pro,1,2025-04-09,3,1,86.99
U001396,2025-03-12,Email,Pro,1,2025-03-20,8,1,78.3
U001397,2025-05-10,Organic Search,Free,0,,,0,0.0
U001398,2025-10-27,Organic Search,Free,0,,,0,0.0
U001399,2025-07-13,Organic Search,Free,0,,,0,0.0
U001400,2025-09-19,Referral,Free,0,,,0,0.0
U001401,2025-10-07,Referral,Pro,1,2025-10-10,3,0,62.67
U001402,2025-09-13,Social,Free,0,,,0,0.0
U001403,2025-05-31,Email,Basic,1,2025-06-01,1,0,22.41
U001404,2025-09-01,Social,Free,0,,,0,0.0
U001405,2025-04-19,Social,Free,0,,,0,0.0
U001406,2025-09-13,Referral,Pro,1,2025-09-18,5,1,77.78
U001407,2025-03-28,Paid Search,Free,0,,,0,0.0
U001408,2025-04-13,Direct,Free,0,,,0,0.0
U001409,2025-06-10,Organic Search,Free,0,,,0,0.0
U001410,2025-10-12,Organic Search,Free,0,,,0,0.0
U001411,2025-08-23,Direct,Free,0,,,0,0.0
U001412,2025-05-19,Paid Search,Free,0,,,0,0.0
U001413,2025-04-28,Paid Search,Free,0,,,0,0.0
U001414,2025-02-12,Social,Basic,1,2025-02-14,2,1,33.3
U001415,2025-06-04,Organic Search,Free,0,,,0,0.0
U001416,2025-04-28,Email,Free,0,,,0,0.0
U001417,2025-06-06,Direct,Free,0,,,0,0.0
U001418,2025-04-05,Paid Search,Free,0,,,0,0.0
U001419,2025-10-02,Paid Search,Free,0,,,0,0.0
U001420,2025-03-19,Organic Search,Free,0,,,0,0.0
U001421,2025-03-28,Referral,Pro,1,2025-03-30,2,1,60.02
U001422,2025-10-04,Referral,Free,0,,,0,0.0
U001423,2025-10-14,Organic Search,Pro,1,2025-10-18,4,0,64.76
U001424,2025-06-21,Social,Free,0,,,0,0.0
U001425,2025-05-29,Social,Free,0,,,0,0.0
U001426,2025-09-03,Social,Free,0,,,0,0.0
U001427,2025-07-23,Direct,Pro,1,2025-08-02,10,1,66.96
U001428,2025-04-01,Social,Free,0,,,0,0.0
U001429,2025-05-17,Organic Search,Free,0,,,0,0.0
U001430,2025-10-18,Referral,Basic,1,2025-10-24,6,1,28.97
U001431,2025-05-26,Organic Search,Enterprise,1,2025-05-27,1,1,219.81
U001432,2025-03-04,Email,Basic,1,2025-03-08,4,1,28.37
U001433,2025-06-23,Email,Free,0,,,0,0.0
U001434,2025-05-11,Referral,Basic,1,2025-05-13,2,1,31.36
U001435,2025-06-04,Paid Search,Free,0,,,0,0.0
U001436,2025-01-07,Referral,Free,0,,,0,0.0
U001437,2025-03-17,Social,Free,0,,,0,0.0
U001438,2025-09-27,Paid Search,Free,0,,,0,0.0
U001439,2025-07-21,Email,Free,0,,,0,0.0
U001440,2025-09-30,Email,Free,0,,,0,0.0
U001441,2025-10-07,Paid Search,Free,0,,,0,0.0
U001442,2025-07-13,Email,Free,0,,,0,0.0
U001443,2025-06-20,Organic Search,Free,0,,,0,0.0
U001444,2025-02-06,Organic Search,Free,0,,,0,0.0
U001445,2025-04-02,Paid Search,Free,0,,,0,0.0
U001446,2025-01-22,Organic Search,Free,0,,,0,0.0
U001447,2025-10-22,Referral,Free,0,,,0,0.0
U001448,2025-03-13,Direct,Free,0,,,0,0.0
U001449,2025-04-10,Direct,Free,0,,,0,0.0
U001450,2025-07-05,Social,Free,0,,,0,0.0
U001451,2025-05-27,Email,Basic,1,2025-06-01,5,0,36.68
U001452,2025-02-19,Email,Free,0,,,0,0.0
U001453,2025-10-23,Social,Free,0,,,0,0.0
U001454,2025-07-17,Organic Search,Free,0,,,0,0.0
U001455,2025-03-10,Referral,Free,0,,,0,0.0
U001456,2025-09-03,Social,Free,0,,,0,0.0
U001457,2025-10-09,Direct,Basic,1,2025-10-10,1,1,25.68
U001458,2025-01-30,Email,Free,0,,,0,0.0
U001459,2025-02-24,Paid Search,Free,0,,,0,0.0
U001460,2025-05-26,Referral,Free,0,,,0,0.0
U001461,2025-10-06,Organic Search,Basic,1,2025-10-08,2,1,38.6
U001462,2025-05-23,Direct,Basic,1,2025-05-30,7,0,23.91
U001463,2025-10-07,Social,Free,0,,,0,0.0
U001464,2025-06-09,Organic Search,Basic,1,2025-06-19,10,1,25.36
U001465,2025-02-27,Organic Search,Free,0,,,0,0.0
U001466,2025-07-09,Email,Enterprise,1,2025-07-11,2,1,175.13
U001467,2025-09-07,Email,Free,0,,,0,0.0
U001468,2025-03-15,Referral,Basic,1,2025-03-20,5,1,36.84
U001469,2025-07-25,Paid Search,Pro,1,2025-07-29,4,0,67.41
U001470,2025-06-10,Referral,Free,0,,,0,0.0
U001471,2025-02-13,Organic Search,Free,0,,,0,0.0
U001472,2025-03-10,Email,Pro,1,2025-03-11,1,0,82.8
U001473,2025-03-07,Paid Search,Free,0,,,0,0.0
U001474,2025-03-29,Direct,Enterprise,1,2025-03-29,0,1,91.63
U001475,2025-05-03,Organic Search,Free,0,,,0,0.0
U001476,2025-03-02,Organic Search,Free,0,,,0,0.0
U001477,2025-05-01,Email,Free,0,,,0,0.0
U001478,2025-06-27,Direct,Free,0,,,0,0.0
U001479,2025-04-16,Paid Search,Free,0,,,0,0.0
U001480,2025-02-14,Organic Search,Free,0,,,0,0.0
U001481,2025-07-13,Organic Search,Free,0,,,0,0.0
U001482,2025-09-30,Email,Free,0,,,0,0.0
U001483,2025-10-03,Organic Search,Free,0,,,0,0.0
U001484,2025-06-22,Organic Search,Free,0,,,0,0.0
U001485,2025-01-06,Direct,Pro,1,2025-01-06,0,0,79.12
U001486,2025-06-13,Organic Search,Pro,1,2025-06-17,4,0,46.44
U001487,2025-10-26,Direct,Free,0,,,0,0.0
U001488,2025-06-05,Paid Search,Free,0,,,0,0.0
U001489,2025-09-28,Organic Search,Free,0,,,0,0.0
U001490,2025-06-05,Referral,Free,0,,,0,0.0
U001491,2025-09-06,Organic Search,Free,0,,,0,0.0
U001492,2025-08-18,Direct,Pro,1,2025-08-23,5,1,79.67
U001493,2025-05-12,Email,Free,0,,,0,0.0
U001494,2025-01-22,Email,Basic,1,2025-01-31,9,1,29.55
U001495,2025-02-11,Organic Search,Free,0,,,0,0.0
U001496,2025-03-23,Paid Search,Pro,1,2025-03-25,2,1,64.03
U001497,2025-10-16,Paid Search,Free,0,,,0,0.0
U001498,2025-06-04,Organic Search,Basic,1,2025-06-07,3,1,31.06
U001499,2025-03-07,Referral,Free,0,,,0,0.0
U001500,2025-10-17,Referral,Free,0,,,0,0.0
U001501,2025-06-15,Organic Search,Free,0,,,0,0.0
U001502,2025-10-06,Organic Search,Free,0,,,0,0.0
U001503,2025-07-12,Organic Search,Free,0,,,0,0.0
U001504,2025-03-09,Social,Basic,1,2025-03-17,8,0,29.62
U001505,2025-04-01,Organic Search,Free,0,,,0,0.0
U001506,2025-07-23,Organic Search,Basic,1,2025-07-27,4,0,25.16
U001507,2025-08-12,Social,Basic,1,2025-08-14,2,1,25.29
U001508,2025-04-10,Email,Basic,1,2025-04-16,6,1,36.84
U001509,2025-08-16,Referral,Free,0,,,0,0.0
U001510,2025-09-05,Direct,Free,0,,,0,0.0
U001511,2025-03-17,Organic Search,Free,0,,,0,0.0
U001512,2025-10-07,Email,Basic,1,2025-10-07,0,0,25.49
U001513,2025-05-13,Social,Free,0,,,0,0.0
U001514,2025-07-07,Referral,Free,0,,,0,0.0
U001515,2025-03-12,Organic Search,Free,0,,,0,0.0
U001516,2025-02-06,Direct,Free,0,,,0,0.0
U001517,2025-05-29,Paid Search,Basic,1,2025-05-31,2,1,20.97
U001518,2025-05-05,Referral,Pro,1,2025-05-09,4,1,71.6
U001519,2025-09-08,Referral,Enterprise,1,2025-09-11,3,1,184.3
U001520,2025-08-22,Direct,Free,0,,,0,0.0
U001521,2025-06-09,Paid Search,Free,0,,,0,0.0
U001522,2025-05-19,Email,Pro,1,2025-05-22,3,1,84.6
U001523,2025-10-17,Social,Basic,1,2025-10-19,2,1,29.47
U001524,2025-02-27,Organic Search,Enterprise,1,2025-03-03,4,0,172.05
U001525,2025-09-03,Referral,Enterprise,1,2025-09-12,9,1,206.8
U001526,2025-04-11,Social,Basic,1,2025-04-13,2,1,23.53
U001527,2025-06-21,Email,Free,0,,,0,0.0
U001528,2025-02-09,Organic Search,Basic,1,2025-02-16,7,1,18.59
U001529,2025-09-17,Paid Search,Free,0,,,0,0.0
U001530,2025-03-26,Direct,Basic,1,2025-03-27,1,1,35.9
U001531,2025-05-05,Email,Basic,1,2025-05-11,6,1,22.36
U001532,2025-08-04,Direct,Free,0,,,0,0.0
U001533,2025-06-17,Paid Search,Free,0,,,0,0.0
U001534,2025-03-30,Paid Search,Basic,1,2025-04-02,3,1,28.17
U001535,2025-10-13,Email,Free,0,,,0,0.0
U001536,2025-07-29,Organic Search,Free,0,,,0,0.0
U001537,2025-05-09,Email,Pro,1,2025-05-17,8,1,64.31
U001538,2025-02-09,Paid Search,Basic,1,2025-02-10,1,1,28.13
U001539,2025-09-29,Email,Free,0,,,0,0.0
U001540,2025-01-17,Referral,Basic,1,2025-01-21,4,1,28.95
U001541,2025-07-08,Organic Search,Free,0,,,0,0.0
U001542,2025-10-02,Social,Free,0,,,0,0.0
U001543,2025-01-19,Organic Search,Free,0,,,0,0.0
U001544,2025-06-01,Email,Free,0,,,0,0.0
U001545,2025-05-25,Paid Search,Free,0,,,0,0.0
U001546,2025-05-04,Direct,Pro,1,2025-05-05,1,0,70.46
U001547,2025-01-30,Referral,Pro,1,2025-02-03,4,1,63.96
U001548,2025-06-26,Social,Free,0,,,0,0.0
U001549,2025-03-11,Organic Search,Free,0,,,0,0.0
U001550,2025-06-05,Paid Search,Free,0,,,0,0.0
U001551,2025-04-01,Email,Basic,1,2025-04-06,5,0,25.04
U001552,2025-06-28,Organic Search,Enterprise,1,2025-07-08,10,1,158.69
U001553,2025-03-14,Email,Free,0,,,0,0.0
U001554,2025-08-12,Social,Free,0,,,0,0.0
U001555,2025-09-20,Organic Search,Free,0,,,0,0.0
U001556,2025-04-29,Organic Search,Free,0,,,0,0.0
U001557,2025-07-01,Email,Free,0,,,0,0.0
U001558,2025-06-09,Organic Search,Free,0,,,0,0.0
U001559,2025-09-15,Email,Free,0,,,0,0.0
U001560,2025-07-07,Paid Search,Free,0,,,0,0.0
U001561,2025-05-11,Organic Search,Free,0,,,0,0.0
U001562,2025-08-16,Social,Basic,1,2025-08-20,4,0,30.87
U001563,2025-07-11,Organic Search,Basic,1,2025-07-14,3,1,27.4
U001564,2025-04-22,Organic Search,Free,0,,,0,0.0
U001565,2025-10-11,Direct,Free,0,,,0,0.0
U001566,2025-05-21,Email,Free,0,,,0,0.0
U001567,2025-08-22,Organic Search,Free,0,,,0,0.0
U001568,2025-03-02,Organic Search,Basic,1,2025-03-04,2,1,28.18
U001569,2025-05-05,Organic Search,Free,0,,,0,0.0
U001570,2025-02-11,Organic Search,Free,0,,,0,0.0
U001571,2025-04-08,Organic Search,Free,0,,,0,0.0
U001572,2025-07-08,Email,Basic,1,2025-07-12,4,0,28.21
U001573,2025-10-24,Paid Search,Enterprise,1,2025-10-29,5,0,106.34
U001574,2025-06-01,Organic Search,Free,0,,,0,0.0
U001575,2025-05-06,Email,Free,0,,,0,0.0
U001576,2025-10-03,Email,Free,0,,,0,0.0
U001577,2025-09-03,Email,Basic,1,2025-09-05,2,1,26.3
U001578,2025-04-28,Email,Basic,1,2025-04-30,2,0,30.49
U001579,2025-05-21,Email,Pro,1,2025-05-26,5,0,66.33
U001580,2025-01-23,Paid Search,Free,0,,,0,0.0
U001581,2025-02-01,Paid Search,Basic,1,2025-02-04,3,1,22.0
U001582,2025-05-26,Social,Free,0,,,0,0.0
U001583,2025-10-18,Email,Free,0,,,0,0.0
U001584,2025-08-13,Organic Search,Free,0,,,0,0.0
U001585,2025-08-14,Email,Pro,1,2025-08-23,9,1,71.23
U001586,2025-08-12,Paid Search,Free,0,,,0,0.0
U001587,2025-07-08,Direct,Free,0,,,0,0.0
U001588,2025-08-01,Paid Search,Free,0,,,0,0.0
U001589,2025-02-17,Social,Free,0,,,0,0.0
U001590,2025-08-27,Social,Free,0,,,0,0.0
U001591,2025-02-24,Referral,Basic,1,2025-02-25,1,0,23.98
U001592,2025-02-22,Email,Free,0,,,0,0.0
U001593,2025-02-24,Paid Search,Basic,1,2025-02-25,1,0,28.8
U001594,2025-08-19,Social,Free,0,,,0,0.0
U001595,2025-03-22,Paid Search,Basic,1,2025-03-31,9,0,24.8
U001596,2025-09-21,Referral,Free,0,,,0,0.0
U001597,2025-02-06,Email,Free,0,,,0,0.0
U001598,2025-07-07,Paid Search,Pro,1,2025-07-17,10,1,73.6
U001599,2025-08-09,Organic Search,Free,0,,,0,0.0
U001600,2025-08-30,Referral,Enterprise,1,2025-09-02,3,0,220.58
U001601,2025-08-12,Organic Search,Basic,1,2025-08-13,1,1,28.08
U001602,2025-05-24,Organic Search,Free,0,,,0,0.0
U001603,2025-05-23,Email,Free,0,,,0,0.0
U001604,2025-09-30,Organic Search,Free,0,,,0,0.0
U001605,2025-05-16,Social,Free,0,,,0,0.0
U001606,2025-05-09,Email,Free,0,,,0,0.0
U001607,2025-03-08,Referral,Free,0,,,0,0.0
U001608,2025-01-08,Email,Free,0,,,0,0.0
U001609,2025-03-12,Email,Free,0,,,0,0.0
U001610,2025-02-15,Paid Search,Free,0,,,0,0.0
U001611,2025-02-28,Referral,Free,0,,,0,0.0
U001612,2025-07-31,Direct,Free,0,,,0,0.0
U001613,2025-08-19,Email,Free,0,,,0,0.0
U001614,2025-01-22,Organic Search,Free,0,,,0,0.0
U001615,2025-01-11,Paid Search,Basic,1,2025-01-11,0,0,32.67
U001616,2025-07-28,Direct,Free,0,,,0,0.0
U001617,2025-09-10,Organic Search,Free,0,,,0,0.0
U001618,2025-06-15,Organic Search,Free,0,,,0,0.0
U001619,2025-10-04,Referral,Basic,1,2025-10-08,4,1,27.28
U001620,2025-05-27,Referral,Free,0,,,0,0.0
U001621,2025-02-04,Paid Search,Pro,1,2025-02-04,0,0,65.61
U001622,2025-08-20,Paid Search,Free,0,,,0,0.0
U001623,2025-04-29,Organic Search,Free,0,,,0,0.0
U001624,2025-07-24,Social,Free,0,,,0,0.0
U001625,2025-06-17,Email,Free,0,,,0,0.0
U001626,2025-01-14,Referral,Free,0,,,0,0.0
U001627,2025-08-28,Referral,Pro,1,2025-08-31,3,0,67.92
U001628,2025-09-24,Email,Free,0,,,0,0.0
U001629,2025-09-19,Organic Search,Free,0,,,0,0.0
U001630,2025-10-16,Paid Search,Free,0,,,0,0.0
U001631,2025-10-06,Paid Search,Free,0,,,0,0.0
U001632,2025-07-20,Paid Search,Free,0,,,0,0.0
U001633,2025-02-23,Organic Search,Free,0,,,0,0.0
U001634,2025-10-26,Social,Free,0,,,0,0.0
U001635,2025-04-30,Organic Search,Free,0,,,0,0.0
U001636,2025-10-23,Organic Search,Free,0,,,0,0.0
U001637,2025-08-10,Referral,Pro,1,2025-08-12,2,1,81.33
U001638,2025-06-24,Direct,Free,0,,,0,0.0
U001639,2025-06-14,Organic Search,Free,0,,,0,0.0
U001640,2025-08-05,Organic Search,Free,0,,,0,0.0
U001641,2025-05-17,Paid Search,Basic,1,2025-05-19,2,0,29.31
U001642,2025-03-28,Referral,Basic,1,2025-04-02,5,1,36.22
U001643,2025-07-29,Social,Free,0,,,0,0.0
U001644,2025-07-15,Social,Free,0,,,0,0.0
U001645,2025-03-08,Social,Free,0,,,0,0.0
U001646,2025-07-23,Social,Free,0,,,0,0.0
U001647,2025-02-02,Referral,Free,0,,,0,0.0
U001648,2025-03-05,Referral,Free,0,,,0,0.0
U001649,2025-09-16,Paid Search,Pro,1,2025-09-20,4,1,49.69
U001650,2025-01-27,Organic Search,Free,0,,,0,0.0
U001651,2025-07-30,Referral,Free,0,,,0,0.0
U001652,2025-02-13,Email,Pro,1,2025-02-16,3,1,52.93
U001653,2025-07-09,Referral,Free,0,,,0,0.0
U001654,2025-04-04,Social,Free,0,,,0,0.0
U001655,2025-04-03,Paid Search,Free,0,,,0,0.0
U001656,2025-01-16,Email,Free,0,,,0,0.0
U001657,2025-03-21,Social,Pro,1,2025-03-26,5,1,77.71
U001658,2025-03-28,Referral,Free,0,,,0,0.0
U001659,2025-01-26,Organic Search,Basic,1,2025-01-28,2,0,29.7
U001660,2025-08-13,Organic Search,Free,0,,,0,0.0
U001661,2025-01-09,Direct,Free,0,,,0,0.0
U001662,2025-03-30,Paid Search,Free,0,,,0,0.0
U001663,2025-02-18,Organic Search,Free,0,,,0,0.0
U001664,2025-05-03,Email,Free,0,,,0,0.0
U001665,2025-02-10,Email,Free,0,,,0,0.0
U001666,2025-02-10,Social,Free,0,,,0,0.0
U001667,2025-06-20,Paid Search,Free,0,,,0,0.0
U001668,2025-03-17,Organic Search,Free,0,,,0,0.0
U001669,2025-10-07,Direct,Free,0,,,0,0.0
U001670,2025-08-26,Social,Free,0,,,0,0.0
U001671,2025-07-14,Organic Search,Pro,1,2025-07-18,4,1,58.01
U001672,2025-07-20,Organic Search,Free,0,,,0,0.0
U001673,2025-09-29,Email,Free,0,,,0,0.0
U001674,2025-09-19,Organic Search,Free,0,,,0,0.0
U001675,2025-04-08,Paid Search,Free,0,,,0,0.0
U001676,2025-06-12,Organic Search,Free,0,,,0,0.0
U001677,2025-01-29,Direct,Free,0,,,0,0.0
U001678,2025-01-10,Email,Free,0,,,0,0.0
U001679,2025-05-23,Email,Free,0,,,0,0.0
U001680,2025-02-01,Referral,Free,0,,,0,0.0
U001681,2025-06-29,Email,Free,0,,,0,0.0
U001682,2025-05-29,Direct,Free,0,,,0,0.0
U001683,2025-07-30,Email,Basic,1,2025-08-05,6,1,24.74
U001684,2025-03-21,Direct,Basic,1,2025-03-23,2,0,29.85
U001685,2025-04-30,Direct,Free,0,,,0,0.0
U001686,2025-08-27,Social,Free,0,,,0,0.0
U001687,2025-02-27,Organic Search,Free,0,,,0,0.0
U001688,2025-04-24,Organic Search,Free,0,,,0,0.0
U001689,2025-02-06,Email,Free,0,,,0,0.0
U001690,2025-05-12,Paid Search,Free,0,,,0,0.0
U001691,2025-10-08,Social,Free,0,,,0,0.0
U001692,2025-07-05,Email,Basic,1,2025-07-08,3,1,26.84
U001693,2025-01-25,Email,Free,0,,,0,0.0
U001694,2025-08-05,Organic Search,Free,0,,,0,0.0
U001695,2025-10-18,Email,Basic,1,2025-10-19,1,0,32.04
U001696,2025-02-14,Organic Search,Free,0,,,0,0.0
U001697,2025-10-01,Organic Search,Basic,1,2025-10-05,4,0,37.37
U001698,2025-07-04,Organic Search,Free,0,,,0,0.0
U001699,2025-02-25,Direct,Free,0,,,0,0.0
U001700,2025-01-21,Social,Free,0,,,0,0.0
U001701,2025-07-25,Paid Search,Free,0,,,0,0.0
U001702,2025-03-01,Paid Search,Free,0,,,0,0.0
U001703,2025-09-22,Organic Search,Free,0,,,0,0.0
U001704,2025-09-13,Organic Search,Free,0,,,0,0.0
U001705,2025-03-03,Direct,Free,0,,,0,0.0
U001706,2025-01-03,Organic Search,Free,0,,,0,0.0
U001707,2025-01-14,Organic Search,Basic,1,2025-01-18,4,0,26.3
U001708,2025-04-11,Direct,Free,0,,,0,0.0
U001709,2025-09-30,Email,Free,0,,,0,0.0
U001710,2025-08-07,Organic Search,Free,0,,,0,0.0
U001711,2025-03-08,Email,Free,0,,,0,0.0
U001712,2025-05-04,Paid Search,Free,0,,,0,0.0
U001713,2025-03-28,Social,Free,0,,,0,0.0
U001714,2025-09-02,Paid Search,Free,0,,,0,0.0
U001715,2025-02-11,Paid Search,Free,0,,,0,0.0
U001716,2025-01-03,Paid Search,Free,0,,,0,0.0
U001717,2025-10-24,Referral,Basic,1,2025-11-02,9,1,22.23
U001718,2025-09-11,Social,Free,0,,,0,0.0
U001719,2025-05-08,Paid Search,Free,0,,,0,0.0
U001720,2025-02-12,Email,Free,0,,,0,0.0
U001721,2025-04-09,Paid Search,Free,0,,,0,0.0
U001722,2025-04-11,Referral,Free,0,,,0,0.0
U001723,2025-04-15,Organic Search,Free,0,,,0,0.0
U001724,2025-01-14,Paid Search,Pro,1,2025-01-19,5,1,71.12
U001725,2025-08-12,Email,Enterprise,1,2025-08-21,9,1,205.82
U001726,2025-10-10,Organic Search,Free,0,,,0,0.0
U001727,2025-07-03,Email,Free,0,,,0,0.0
U001728,2025-01-02,Organic Search,Free,0,,,0,0.0
U001729,2025-06-22,Referral,Basic,1,2025-06-26,4,0,30.21
