event_date,year_month,country,category,device_type,user_id,session_id,event_name,quantity,unit_price,revenue
2025-09-23,2025-09,Germany,Apparel,Mobile,U01777,S0001251,viewed,,,
2025-09-23,2025-09,United States,Apparel,Mobile,U01980,S0001402,viewed,,,
2025-09-23,2025-09,United States,Electronics,Mobile,U01760,S0001454,viewed,,,
2025-09-23,2025-09,United States,Home,Desktop,U00705,S0001506,add_to_cart,,,
2025-09-23,2025-09,United States,Home,Desktop,U00705,S0001506,viewed,,,
2025-09-23,2025-09,United States,Home,Mobile,U02105,S0001515,viewed,,,
2025-09-23,2025-09,United States,Electronics,Mobile,U02495,S0001542,add_to_cart,,,
2025-09-23,2025-09,United States,Electronics,Mobile,U02495,S0001542,viewed,,,
2025-09-23,2025-09,United States,Home,Mobile,U01234,S0001563,add_to_cart,,,
2025-09-23,2025-09,United States,Home,Mobile,U01234,S0001563,checkout_started,,,
2025-09-23,2025-09,United States,Home,Mobile,U01234,S0001563,purchased,3.0,138.1329488496998,414.4
2025-09-23,2025-09,United States,Home,Mobile,U01234,S0001563,viewed,,,
2025-09-23,2025-09,Canada,Apparel,Desktop,U00521,S0001709,add_to_cart,,,
2025-09-23,2025-09,Canada,Apparel,Desktop,U00521,S0001709,viewed,,,
2025-09-23,2025-09,United States,Electronics,Desktop,U02532,S0001786,viewed,,,
2025-09-23,2025-09,United States,Sports,Tablet,U02122,S0001811,viewed,,,
2025-09-23,2025-09,United States,Electronics,Mobile,U00876,S0001892,viewed,,,
2025-09-23,2025-09,United States,Home,Desktop,U01454,S0001904,viewed,,,
2025-09-23,2025-09,Germany,Beauty,Mobile,U00003,S0001906,viewed,,,
2025-09-23,2025-09,United States,Apparel,Tablet,U02215,S0002100,add_to_cart,,,
2025-09-23,2025-09,United States,Apparel,Tablet,U02215,S0002100,checkout_started,,,
2025-09-23,2025-09,United States,Apparel,Tablet,U02215,S0002100,purchased,3.0,14.966362312011043,44.9
2025-09-23,2025-09,United States,Apparel,Tablet,U02215,S0002100,viewed,,,
2025-09-23,2025-09,United States,Apparel,Desktop,U01991,S0002162,viewed,,,
2025-09-23,2025-09,United States,Beauty,Mobile,U02090,S0002182,viewed,,,
2025-09-23,2025-09,United States,Beauty,Desktop,U02187,S0002237,viewed,,,
2025-09-23,2025-09,Germany,Beauty,Tablet,U02016,S0002253,viewed,,,
2025-09-23,2025-09,United States,Electronics,Mobile,U02092,S0002487,add_to_cart,,,
2025-09-23,2025-09,United States,Electronics,Mobile,U02092,S0002487,viewed,,,
2025-09-23,2025-09,United States,Apparel,Desktop,U01645,S0002641,viewed,,,
2025-09-23,2025-09,United Kingdom,Electronics,Mobile,U01471,S0002667,viewed,,,
2025-09-23,2025-09,United States,Beauty,Mobile,U00184,S0002687,viewed,,,
2025-09-23,2025-09,Germany,Sports,Mobile,U01669,S0002751,viewed,,,
2025-09-23,2025-09,United States,Apparel,Desktop,U00546,S0002967,viewed,,,
2025-09-23,2025-09,Canada,Home,Desktop,U01014,S0003061,add_to_cart,,,
2025-09-23,2025-09,Canada,Home,Desktop,U01014,S0003061,checkout_started,,,
2025-09-23,2025-09,Canada,Home,Desktop,U01014,S0003061,purchased,3.0,65.92741507889185,197.78
2025-09-23,2025-09,Canada,Home,Desktop,U01014,S0003061,viewed,,,
2025-09-23,2025-09,United States,Apparel,Mobile,U01707,S0003073,viewed,,,
2025-09-23,2025-09,Canada,Apparel,Desktop,U01959,S0003084,add_to_cart,,,
2025-09-23,2025-09,Canada,Apparel,Desktop,U01959,S0003084,checkout_started,,,
2025-09-23,2025-09,Canada,Apparel,Desktop,U01959,S0003084,purchased,3.0,56.41649262078027,169.25
2025-09-23,2025-09,Canada,Apparel,Desktop,U01959,S0003084,viewed,,,
2025-09-23,2025-09,Australia,Beauty,Mobile,U00628,S0003094,viewed,,,
2025-09-23,2025-09,United States,Apparel,Mobile,U00205,S0003275,viewed,,,
2025-09-23,2025-09,United Kingdom,Sports,Desktop,U01844,S0003278,viewed,,,
2025-09-23,2025-09,United States,Home,Mobile,U01854,S0003333,viewed,,,
2025-09-23,2025-09,United States,Home,Mobile,U01436,S0003386,add_to_cart,,,
2025-09-23,2025-09,United States,Home,Mobile,U01436,S0003386,checkout_started,,,
2025-09-23,2025-09,United States,Home,Mobile,U01436,S0003386,purchased,2.0,91.98105070601147,183.96
2025-09-23,2025-09,United States,Home,Mobile,U01436,S0003386,viewed,,,
2025-09-23,2025-09,United States,Sports,Desktop,U00224,S0003431,viewed,,,
2025-09-23,2025-09,United States,Electronics,Mobile,U02036,S0003482,viewed,,,
2025-09-23,2025-09,Germany,Sports,Mobile,U02331,S0003570,add_to_cart,,,
2025-09-23,2025-09,Germany,Sports,Mobile,U02331,S0003570,viewed,,,
2025-09-23,2025-09,United States,Beauty,Mobile,U00454,S0003595,viewed,,,
2025-09-23,2025-09,United States,Electronics,Tablet,U02599,S0003703,viewed,,,
2025-09-23,2025-09,Canada,Apparel,Mobile,U01056,S0003745,viewed,,,
2025-09-23,2025-09,Germany,Home,Tablet,U02092,S0003863,viewed,,,
2025-09-23,2025-09,United Kingdom,Home,Mobile,U00771,S0003878,viewed,,,
2025-09-23,2025-09,United States,Beauty,Mobile,U00628,S0003968,viewed,,,
2025-09-23,2025-09,United States,Sports,Mobile,U02211,S0004048,add_to_cart,,,
2025-09-23,2025-09,United States,Sports,Mobile,U02211,S0004048,viewed,,,
2025-09-23,2025-09,United States,Home,Mobile,U00261,S0004079,viewed,,,
2025-09-23,2025-09,Australia,Electronics,Desktop,U01332,S0004240,add_to_cart,,,
2025-09-23,2025-09,Australia,Electronics,Desktop,U01332,S0004240,checkout_started,,,
2025-09-23,2025-09,Australia,Electronics,Desktop,U01332,S0004240,purchased,4.0,219.03408175735206,876.14
2025-09-23,2025-09,Australia,Electronics,Desktop,U01332,S0004240,viewed,,,
2025-09-23,2025-09,Australia,Apparel,Mobile,U02387,S0004499,viewed,,,
2025-09-23,2025-09,United States,Electronics,Tablet,U00823,S0004607,viewed,,,
2025-09-23,2025-09,United States,Home,Tablet,U01488,S0004812,add_to_cart,,,
2025-09-23,2025-09,United States,Home,Tablet,U01488,S0004812,checkout_started,,,
2025-09-23,2025-09,United States,Home,Tablet,U01488,S0004812,purchased,2.0,100.75719451492809,201.51
2025-09-23,2025-09,United States,Home,Tablet,U01488,S0004812,viewed,,,
2025-09-24,2025-09,United States,Beauty,Tablet,U01037,S0000346,viewed,,,
2025-09-24,2025-09,United States,Beauty,Desktop,U00785,S0000483,add_to_cart,,,
2025-09-24,2025-09,United States,Beauty,Desktop,U00785,S0000483,checkout_started,,,
2025-09-24,2025-09,United States,Beauty,Desktop,U00785,S0000483,purchased,4.0,42.67284455919328,170.69
2025-09-24,2025-09,United States,Beauty,Desktop,U00785,S0000483,viewed,,,
2025-09-24,2025-09,United States,Electronics,Desktop,U00167,S0000696,viewed,,,
2025-09-24,2025-09,Germany,Beauty,Mobile,U01771,S0000919,add_to_cart,,,
2025-09-24,2025-09,Germany,Beauty,Mobile,U01771,S0000919,viewed,,,
2025-09-24,2025-09,United States,Beauty,Mobile,U00880,S0000933,viewed,,,
2025-09-24,2025-09,United States,Sports,Mobile,U02078,S0001179,add_to_cart,,,
2025-09-24,2025-09,United States,Sports,Mobile,U02078,S0001179,checkout_started,,,
2025-09-24,2025-09,United States,Sports,Mobile,U02078,S0001179,viewed,,,
2025-09-24,2025-09,United Kingdom,Home,Mobile,U02098,S0001307,viewed,,,
2025-09-24,2025-09,United States,Beauty,Desktop,U00223,S0001413,viewed,,,
2025-09-24,2025-09,United States,Electronics,Desktop,U02523,S0001425,add_to_cart,,,
2025-09-24,2025-09,United States,Electronics,Desktop,U02523,S0001425,checkout_started,,,
2025-09-24,2025-09,United States,Electronics,Desktop,U02523,S0001425,purchased,4.0,134.87409238584033,539.5
2025-09-24,2025-09,United States,Electronics,Desktop,U02523,S0001425,viewed,,,
2025-09-24,2025-09,United States,Apparel,Mobile,U02525,S0001502,viewed,,,
2025-09-24,2025-09,United States,Apparel,Mobile,U01728,S0001562,viewed,,,
2025-09-24,2025-09,United States,Sports,Mobile,U00580,S0001660,viewed,,,
2025-09-24,2025-09,United States,Beauty,Desktop,U02169,S0001804,add_to_cart,,,
2025-09-24,2025-09,United States,Beauty,Desktop,U02169,S0001804,viewed,,,
2025-09-24,2025-09,United States,Electronics,Mobile,U01316,S0001818,viewed,,,
2025-09-24,2025-09,United States,Home,Mobile,U01374,S0001852,viewed,,,
2025-09-24,2025-09,United States,Home,Desktop,U01142,S0001942,viewed,,,
2025-09-24,2025-09,United States,Electronics,Desktop,U00600,S0002079,viewed,,,
2025-09-24,2025-09,Australia,Beauty,Tablet,U02351,S0002126,add_to_cart,,,
2025-09-24,2025-09,Australia,Beauty,Tablet,U02351,S0002126,checkout_started,,,
2025-09-24,2025-09,Australia,Beauty,Tablet,U02351,S0002126,viewed,,,
2025-09-24,2025-09,United States,Electronics,Tablet,U00226,S0002188,viewed,,,
2025-09-24,2025-09,Canada,Home,Mobile,U00770,S0002346,viewed,,,
2025-09-24,2025-09,Australia,Electronics,Desktop,U00101,S0002399,viewed,,,
2025-09-24,2025-09,Germany,Electronics,Desktop,U01142,S0002418,add_to_cart,,,
2025-09-24,2025-09,Germany,Electronics,Desktop,U01142,S0002418,checkout_started,,,
2025-09-24,2025-09,Germany,Electronics,Desktop,U01142,S0002418,viewed,,,
2025-09-24,2025-09,United States,Home,Desktop,U01862,S0002421,viewed,,,
2025-09-24,2025-09,United States,Sports,Mobile,U00464,S0002608,viewed,,,
2025-09-24,2025-09,United States,Apparel,Mobile,U01933,S0002895,viewed,,,
2025-09-24,2025-09,United Kingdom,Apparel,Desktop,U00836,S0003222,viewed,,,
2025-09-24,2025-09,United States,Electronics,Desktop,U01139,S0003306,viewed,,,
2025-09-24,2025-09,United States,Beauty,Mobile,U00600,S0003319,add_to_cart,,,
2025-09-24,2025-09,United States,Beauty,Mobile,U00600,S0003319,checkout_started,,,
2025-09-24,2025-09,United States,Beauty,Mobile,U00600,S0003319,purchased,3.0,58.30067047609615,174.9
2025-09-24,2025-09,United States,Beauty,Mobile,U00600,S0003319,viewed,,,
2025-09-24,2025-09,United Kingdom,Beauty,Mobile,U02578,S0003391,viewed,,,
2025-09-24,2025-09,United States,Beauty,Mobile,U02010,S0003468,viewed,,,
2025-09-24,2025-09,United States,Beauty,Desktop,U01600,S0003566,add_to_cart,,,
2025-09-24,2025-09,United States,Beauty,Desktop,U01600,S0003566,checkout_started,,,
2025-09-24,2025-09,United States,Beauty,Desktop,U01600,S0003566,viewed,,,
2025-09-24,2025-09,United States,Home,Mobile,U01264,S0003718,viewed,,,
2025-09-24,2025-09,United States,Home,Desktop,U01592,S0003793,viewed,,,
2025-09-24,2025-09,United States,Home,Mobile,U02017,S0003974,viewed,,,
2025-09-24,2025-09,United States,Sports,Tablet,U02047,S0004007,add_to_cart,,,
2025-09-24,2025-09,United States,Sports,Tablet,U02047,S0004007,viewed,,,
2025-09-24,2025-09,Canada,Sports,Desktop,U01440,S0004138,viewed,,,
2025-09-24,2025-09,United States,Electronics,Tablet,U01238,S0004235,add_to_cart,,,
2025-09-24,2025-09,United States,Electronics,Tablet,U01238,S0004235,checkout_started,,,
2025-09-24,2025-09,United States,Electronics,Tablet,U01238,S0004235,purchased,3.0,133.81361272719488,401.44
2025-09-24,2025-09,United States,Electronics,Tablet,U01238,S0004235,viewed,,,
2025-09-24,2025-09,United States,Home,Desktop,U00797,S0004344,viewed,,,
2025-09-24,2025-09,Canada,Sports,Mobile,U00202,S0004358,viewed,,,
2025-09-24,2025-09,Germany,Apparel,Desktop,U02066,S0004387,add_to_cart,,,
2025-09-24,2025-09,Germany,Apparel,Desktop,U02066,S0004387,checkout_started,,,
2025-09-24,2025-09,Germany,Apparel,Desktop,U02066,S0004387,purchased,3.0,39.60350373991295,118.81
2025-09-24,2025-09,Germany,Apparel,Desktop,U02066,S0004387,viewed,,,
2025-09-24,2025-09,Germany,Electronics,Mobile,U01365,S0004398,add_to_cart,,,
2025-09-24,2025-09,Germany,Electronics,Mobile,U01365,S0004398,viewed,,,
2025-09-24,2025-09,United States,Home,Desktop,U02284,S0004407,add_to_cart,,,
2025-09-24,2025-09,United States,Home,Desktop,U02284,S0004407,viewed,,,
2025-09-24,2025-09,United Kingdom,Home,Desktop,U00672,S0004409,viewed,,,
2025-09-24,2025-09,United States,Electronics,Desktop,U01133,S0004427,add_to_cart,,,
2025-09-24,2025-09,United States,Electronics,Desktop,U01133,S0004427,viewed,,,
2025-09-24,2025-09,United States,Sports,Mobile,U00875,S0004452,viewed,,,
2025-09-24,2025-09,United States,Beauty,Desktop,U00744,S0004488,viewed,,,
2025-09-24,2025-09,Germany,Apparel,Mobile,U01520,S0004748,viewed,,,
2025-09-24,2025-09,United States,Beauty,Mobile,U00575,S0004794,viewed,,,
2025-09-25,2025-09,United States,Apparel,Desktop,U01188,S0000206,viewed,,,
2025-09-25,2025-09,United States,Home,Mobile,U01276,S0000209,add_to_cart,,,
2025-09-25,2025-09,United States,Home,Mobile,U01276,S0000209,viewed,,,
2025-09-25,2025-09,United States,Electronics,Desktop,U00265,S0000211,viewed,,,
2025-09-25,2025-09,United States,Beauty,Mobile,U02292,S0000292,viewed,,,
2025-09-25,2025-09,Germany,Electronics,Desktop,U01329,S0000380,viewed,,,
2025-09-25,2025-09,United Kingdom,Electronics,Mobile,U01475,S0000509,viewed,,,
2025-09-25,2025-09,Germany,Apparel,Mobile,U00478,S0000618,viewed,,,
2025-09-25,2025-09,Germany,Beauty,Desktop,U01190,S0000744,add_to_cart,,,
2025-09-25,2025-09,Germany,Beauty,Desktop,U01190,S0000744,checkout_started,,,
2025-09-25,2025-09,Germany,Beauty,Desktop,U01190,S0000744,purchased,2.0,35.55466469749937,71.11
2025-09-25,2025-09,Germany,Beauty,Desktop,U01190,S0000744,viewed,,,
2025-09-25,2025-09,United Kingdom,Beauty,Desktop,U01838,S0000779,add_to_cart,,,
2025-09-25,2025-09,United Kingdom,Beauty,Desktop,U01838,S0000779,viewed,,,
2025-09-25,2025-09,United States,Electronics,Mobile,U00738,S0000890,viewed,,,
2025-09-25,2025-09,United Kingdom,Apparel,Mobile,U01031,S0001011,viewed,,,
2025-09-25,2025-09,United Kingdom,Apparel,Mobile,U02086,S0001123,viewed,,,
2025-09-25,2025-09,Germany,Apparel,Mobile,U00324,S0001261,viewed,,,
2025-09-25,2025-09,Germany,Beauty,Mobile,U00385,S0001297,viewed,,,
2025-09-25,2025-09,United States,Electronics,Mobile,U01751,S0001429,viewed,,,
2025-09-25,2025-09,United States,Sports,Desktop,U00900,S0001459,viewed,,,
2025-09-25,2025-09,Germany,Beauty,Desktop,U00302,S0001621,viewed,,,
2025-09-25,2025-09,United States,Apparel,Mobile,U00868,S0001673,add_to_cart,,,
2025-09-25,2025-09,United States,Apparel,Mobile,U00868,S0001673,viewed,,,
2025-09-25,2025-09,United States,Home,Mobile,U02314,S0001701,add_to_cart,,,
2025-09-25,2025-09,United States,Home,Mobile,U02314,S0001701,checkout_started,,,
2025-09-25,2025-09,United States,Home,Mobile,U02314,S0001701,purchased,4.0,78.45454841899594,313.82
2025-09-25,2025-09,United States,Home,Mobile,U02314,S0001701,viewed,,,
2025-09-25,2025-09,Canada,Beauty,Mobile,U00687,S0001882,add_to_cart,,,
2025-09-25,2025-09,Canada,Beauty,Mobile,U00687,S0001882,checkout_started,,,
2025-09-25,2025-09,Canada,Beauty,Mobile,U00687,S0001882,purchased,3.0,15.231773772258208,45.7
2025-09-25,2025-09,Canada,Beauty,Mobile,U00687,S0001882,viewed,,,
2025-09-25,2025-09,Canada,Home,Mobile,U00834,S0002238,add_to_cart,,,
2025-09-25,2025-09,Canada,Home,Mobile,U00834,S0002238,checkout_started,,,
2025-09-25,2025-09,Canada,Home,Mobile,U00834,S0002238,viewed,,,
2025-09-25,2025-09,United States,Electronics,Mobile,U01983,S0002301,viewed,,,
2025-09-25,2025-09,United States,Beauty,Mobile,U00883,S0002333,viewed,,,
2025-09-25,2025-09,Australia,Home,Mobile,U02215,S0002430,viewed,,,
2025-09-25,2025-09,Australia,Home,Desktop,U01864,S0002492,add_to_cart,,,
2025-09-25,2025-09,Australia,Home,Desktop,U01864,S0002492,checkout_started,,,
2025-09-25,2025-09,Australia,Home,Desktop,U01864,S0002492,purchased,3.0,126.87667520811732,380.63
2025-09-25,2025-09,Australia,Home,Desktop,U01864,S0002492,viewed,,,
2025-09-25,2025-09,Australia,Home,Desktop,U02408,S0002577,viewed,,,
2025-09-25,2025-09,United Kingdom,Beauty,Mobile,U02432,S0002658,add_to_cart,,,
2025-09-25,2025-09,United Kingdom,Beauty,Mobile,U02432,S0002658,checkout_started,,,
2025-09-25,2025-09,United Kingdom,Beauty,Mobile,U02432,S0002658,purchased,3.0,36.29735557101328,108.89
2025-09-25,2025-09,United Kingdom,Beauty,Mobile,U02432,S0002658,viewed,,,
2025-09-25,2025-09,Australia,Home,Desktop,U00805,S0003168,viewed,,,
2025-09-25,2025-09,United States,Home,Mobile,U02353,S0003200,add_to_cart,,,
2025-09-25,2025-09,United States,Home,Mobile,U02353,S0003200,checkout_started,,,
2025-09-25,2025-09,United States,Home,Mobile,U02353,S0003200,purchased,4.0,90.55640032712962,362.23
2025-09-25,2025-09,United States,Home,Mobile,U02353,S0003200,viewed,,,
2025-09-25,2025-09,United States,Electronics,Desktop,U01892,S0003216,viewed,,,
2025-09-25,2025-09,United States,Sports,Mobile,U00650,S0003302,viewed,,,
2025-09-25,2025-09,United States,Electronics,Mobile,U01457,S0003515,add_to_cart,,,
2025-09-25,2025-09,United States,Electronics,Mobile,U01457,S0003515,checkout_started,,,
2025-09-25,2025-09,United States,Electronics,Mobile,U01457,S0003515,purchased,4.0,133.49036201462945,533.96
2025-09-25,2025-09,United States,Electronics,Mobile,U01457,S0003515,viewed,,,
2025-09-25,2025-09,United States,Electronics,Mobile,U01928,S0003720,viewed,,,
2025-09-25,2025-09,Germany,Electronics,Mobile,U01881,S0003754,viewed,,,
2025-09-25,2025-09,Canada,Home,Desktop,U01001,S0004017,viewed,,,
2025-09-25,2025-09,United States,Electronics,Desktop,U01680,S0004033,viewed,,,
2025-09-25,2025-09,United States,Electronics,Desktop,U01777,S0004087,add_to_cart,,,
2025-09-25,2025-09,United States,Electronics,Desktop,U01777,S0004087,checkout_started,,,
2025-09-25,2025-09,United States,Electronics,Desktop,U01777,S0004087,viewed,,,
2025-09-25,2025-09,United States,Apparel,Mobile,U00631,S0004124,viewed,,,
2025-09-25,2025-09,United Kingdom,Home,Desktop,U01999,S0004172,add_to_cart,,,
2025-09-25,2025-09,United Kingdom,Home,Desktop,U01999,S0004172,checkout_started,,,
2025-09-25,2025-09,United Kingdom,Home,Desktop,U01999,S0004172,viewed,,,
2025-09-25,2025-09,United Kingdom,Home,Tablet,U00090,S0004187,viewed,,,
2025-09-25,2025-09,Australia,Electronics,Desktop,U00354,S0004234,viewed,,,
2025-09-25,2025-09,United Kingdom,Home,Mobile,U02382,S0004324,add_to_cart,,,
2025-09-25,2025-09,United Kingdom,Home,Mobile,U02382,S0004324,checkout_started,,,
2025-09-25,2025-09,United Kingdom,Home,Mobile,U02382,S0004324,purchased,1.0,90.59025461866113,90.59
2025-09-25,2025-09,United Kingdom,Home,Mobile,U02382,S0004324,viewed,,,
2025-09-25,2025-09,United States,Apparel,Desktop,U01062,S0004332,viewed,,,
2025-09-25,2025-09,United States,Apparel,Tablet,U02227,S0004378,viewed,,,
2025-09-25,2025-09,United Kingdom,Sports,Mobile,U01985,S0004405,add_to_cart,,,
2025-09-25,2025-09,United Kingdom,Sports,Mobile,U01985,S0004405,viewed,,,
2025-09-25,2025-09,Canada,Sports,Mobile,U01152,S0004494,viewed,,,
2025-09-25,2025-09,United Kingdom,Apparel,Mobile,U02118,S0004509,viewed,,,
2025-09-25,2025-09,United States,Apparel,Mobile,U01069,S0004650,viewed,,,
2025-09-25,2025-09,United States,Beauty,Tablet,U00763,S0004734,viewed,,,
2025-09-25,2025-09,United States,Apparel,Mobile,U00908,S0004741,viewed,,,
2025-09-25,2025-09,United Kingdom,Beauty,Mobile,U00282,S0004775,viewed,,,
2025-09-25,2025-09,United States,Home,Desktop,U00942,S0004859,viewed,,,
2025-09-25,2025-09,Canada,Beauty,Mobile,U02388,S0004949,viewed,,,
2025-09-26,2025-09,Germany,Apparel,Mobile,U02586,S0000039,add_to_cart,,,
2025-09-26,2025-09,Germany,Apparel,Mobile,U02586,S0000039,checkout_started,,,
2025-09-26,2025-09,Germany,Apparel,Mobile,U02586,S0000039,purchased,1.0,71.42329534109965,71.42
2025-09-26,2025-09,Germany,Apparel,Mobile,U02586,S0000039,viewed,,,
2025-09-26,2025-09,United States,Home,Mobile,U01427,S0000111,viewed,,,
2025-09-26,2025-09,United States,Home,Mobile,U01712,S0000143,viewed,,,
2025-09-26,2025-09,United States,Sports,Tablet,U01612,S0000152,viewed,,,
2025-09-26,2025-09,United States,Apparel,Mobile,U00605,S0000216,viewed,,,
2025-09-26,2025-09,Australia,Apparel,Desktop,U01854,S0000281,add_to_cart,,,
2025-09-26,2025-09,Australia,Apparel,Desktop,U01854,S0000281,checkout_started,,,
2025-09-26,2025-09,Australia,Apparel,Desktop,U01854,S0000281,purchased,4.0,39.55867045700592,158.23
2025-09-26,2025-09,Australia,Apparel,Desktop,U01854,S0000281,viewed,,,
2025-09-26,2025-09,Canada,Sports,Desktop,U01026,S0000314,add_to_cart,,,
2025-09-26,2025-09,Canada,Sports,Desktop,U01026,S0000314,checkout_started,,,
2025-09-26,2025-09,Canada,Sports,Desktop,U01026,S0000314,purchased,2.0,128.7642083560529,257.53
2025-09-26,2025-09,Canada,Sports,Desktop,U01026,S0000314,viewed,,,
2025-09-26,2025-09,United Kingdom,Sports,Tablet,U02433,S0000399,add_to_cart,,,
2025-09-26,2025-09,United Kingdom,Sports,Tablet,U02433,S0000399,checkout_started,,,
2025-09-26,2025-09,United Kingdom,Sports,Tablet,U02433,S0000399,purchased,3.0,83.53019362061968,250.59
2025-09-26,2025-09,United Kingdom,Sports,Tablet,U02433,S0000399,viewed,,,
2025-09-26,2025-09,United States,Electronics,Desktop,U01320,S0000413,viewed,,,
2025-09-26,2025-09,Germany,Beauty,Mobile,U01385,S0000505,viewed,,,
2025-09-26,2025-09,United States,Home,Mobile,U00621,S0000573,viewed,,,
2025-09-26,2025-09,Canada,Electronics,Desktop,U01315,S0000950,add_to_cart,,,
2025-09-26,2025-09,Canada,Electronics,Desktop,U01315,S0000950,checkout_started,,,
2025-09-26,2025-09,Canada,Electronics,Desktop,U01315,S0000950,purchased,2.0,127.38266092553488,254.77
2025-09-26,2025-09,Canada,Electronics,Desktop,U01315,S0000950,viewed,,,
2025-09-26,2025-09,United States,Beauty,Tablet,U01815,S0001028,viewed,,,
2025-09-26,2025-09,United States,Electronics,Mobile,U00124,S0001192,viewed,,,
2025-09-26,2025-09,United States,Home,Desktop,U02553,S0001322,viewed,,,
2025-09-26,2025-09,United States,Electronics,Mobile,U02293,S0001491,add_to_cart,,,
2025-09-26,2025-09,United States,Electronics,Mobile,U02293,S0001491,checkout_started,,,
2025-09-26,2025-09,United States,Electronics,Mobile,U02293,S0001491,purchased,3.0,117.43696408339744,352.31
2025-09-26,2025-09,United States,Electronics,Mobile,U02293,S0001491,viewed,,,
2025-09-26,2025-09,Germany,Electronics,Mobile,U01443,S0001551,add_to_cart,,,
2025-09-26,2025-09,Germany,Electronics,Mobile,U01443,S0001551,checkout_started,,,
2025-09-26,2025-09,Germany,Electronics,Mobile,U01443,S0001551,viewed,,,
2025-09-26,2025-09,United States,Sports,Mobile,U00809,S0001640,viewed,,,
2025-09-26,2025-09,Canada,Electronics,Desktop,U00195,S0001794,viewed,,,
2025-09-26,2025-09,United States,Beauty,Mobile,U00081,S0001917,viewed,,,
2025-09-26,2025-09,Germany,Beauty,Mobile,U01082,S0001999,viewed,,,
2025-09-26,2025-09,United Kingdom,Apparel,Desktop,U02221,S0002000,viewed,,,
2025-09-26,2025-09,Australia,Electronics,Desktop,U02188,S0002045,viewed,,,
2025-09-26,2025-09,United States,Apparel,Mobile,U00895,S0002106,viewed,,,
2025-09-26,2025-09,United States,Home,Mobile,U00729,S0002109,viewed,,,
2025-09-26,2025-09,Australia,Home,Mobile,U00103,S0002111,viewed,,,
2025-09-26,2025-09,United States,Sports,Desktop,U02268,S0002311,viewed,,,
2025-09-26,2025-09,United States,Electronics,Mobile,U00170,S0002849,viewed,,,
2025-09-26,2025-09,Germany,Sports,Tablet,U01697,S0002955,viewed,,,
2025-09-26,2025-09,United States,Home,Tablet,U01425,S0003032,viewed,,,
2025-09-26,2025-09,Germany,Apparel,Desktop,U02353,S0003060,viewed,,,
2025-09-26,2025-09,United States,Home,Tablet,U01343,S0003083,add_to_cart,,,
2025-09-26,2025-09,United States,Home,Tablet,U01343,S0003083,viewed,,,
2025-09-26,2025-09,Australia,Home,Mobile,U01865,S0003100,viewed,,,
2025-09-26,2025-09,Australia,Home,Desktop,U00249,S0003212,viewed,,,
2025-09-26,2025-09,United States,Sports,Mobile,U01398,S0003304,add_to_cart,,,
2025-09-26,2025-09,United States,Sports,Mobile,U01398,S0003304,checkout_started,,,
2025-09-26,2025-09,United States,Sports,Mobile,U01398,S0003304,viewed,,,
2025-09-26,2025-09,United Kingdom,Sports,Desktop,U01227,S0003307,viewed,,,
2025-09-26,2025-09,Canada,Apparel,Tablet,U01967,S0003796,viewed,,,
2025-09-26,2025-09,Germany,Apparel,Desktop,U01121,S0004034,viewed,,,
2025-09-26,2025-09,United Kingdom,Beauty,Desktop,U00423,S0004146,viewed,,,
2025-09-26,2025-09,United States,Electronics,Desktop,U00560,S0004242,add_to_cart,,,
2025-09-26,2025-09,United States,Electronics,Desktop,U00560,S0004242,viewed,,,
2025-09-26,2025-09,Canada,Apparel,Mobile,U01660,S0004246,viewed,,,
2025-09-26,2025-09,United States,Apparel,Mobile,U02396,S0004247,viewed,,,
2025-09-26,2025-09,United Kingdom,Sports,Desktop,U00522,S0004301,viewed,,,
2025-09-26,2025-09,Australia,Electronics,Mobile,U00280,S0004316,viewed,,,
2025-09-26,2025-09,United States,Electronics,Mobile,U00356,S0004579,add_to_cart,,,
2025-09-26,2025-09,United States,Electronics,Mobile,U00356,S0004579,checkout_started,,,
2025-09-26,2025-09,United States,Electronics,Mobile,U00356,S0004579,purchased,3.0,135.99315953796003,407.98
2025-09-26,2025-09,United States,Electronics,Mobile,U00356,S0004579,viewed,,,
2025-09-26,2025-09,United States,Beauty,Mobile,U00576,S0004633,viewed,,,
2025-09-26,2025-09,United States,Home,Tablet,U00938,S0004918,add_to_cart,,,
2025-09-26,2025-09,United States,Home,Tablet,U00938,S0004918,checkout_started,,,
2025-09-26,2025-09,United States,Home,Tablet,U00938,S0004918,purchased,2.0,136.17698961005152,272.35
2025-09-26,2025-09,United States,Home,Tablet,U00938,S0004918,viewed,,,
2025-09-27,2025-09,Canada,Apparel,Tablet,U00450,S0000096,add_to_cart,,,
2025-09-27,2025-09,Canada,Apparel,Tablet,U00450,S0000096,viewed,,,
2025-09-27,2025-09,United States,Apparel,Mobile,U00442,S0000299,viewed,,,
2025-09-27,2025-09,United States,Sports,Tablet,U01597,S0000342,viewed,,,
2025-09-27,2025-09,United States,Home,Mobile,U00437,S0000450,viewed,,,
2025-09-27,2025-09,United States,Sports,Mobile,U02573,S0000481,viewed,,,
2025-09-27,2025-09,Germany,Sports,Mobile,U02013,S0000495,add_to_cart,,,
2025-09-27,2025-09,Germany,Sports,Mobile,U02013,S0000495,checkout_started,,,
2025-09-27,2025-09,Germany,Sports,Mobile,U02013,S0000495,purchased,4.0,87.17023174940881,348.68
