user_id,event_date,event,device,country,medium,revenue
U01019,2025-01-31 15:04:31,purchase,desktop,US,organic,106.24
U01020,2025-01-21 09:00:00,view,desktop,UK,organic,0
U01020,2025-01-21 09:07:11,add_to_cart,desktop,UK,organic,0
U01020,2025-01-21 09:44:21,checkout,desktop,UK,organic,0
U01020,2025-01-21 10:18:54,purchase,desktop,UK,organic,126.12
U01021,2025-04-01 18:00:00,view,mobile,Canada,referral,0
U01022,2025-05-13 00:00:00,view,mobile,UK,organic,0
U01022,2025-05-13 00:07:40,add_to_cart,mobile,UK,organic,0
U01022,2025-05-13 00:15:47,checkout,mobile,UK,organic,0
U01022,2025-05-13 01:10:24,purchase,mobile,UK,organic,160.51
U01023,2025-02-13 23:00:00,view,desktop,US,organic,0
U01023,2025-02-13 23:06:34,add_to_cart,desktop,US,organic,0
U01024,2025-03-23 17:00:00,view,desktop,Canada,none,0
U01024,2025-03-23 17:42:34,add_to_cart,desktop,Canada,none,0
U01024,2025-03-23 17:52:27,checkout,desktop,Canada,none,0
U01024,2025-03-23 18:00:27,purchase,desktop,Canada,none,82.92
U01025,2025-02-14 09:00:00,view,tablet,India,cpc,0
U01025,2025-02-14 09:13:18,add_to_cart,tablet,India,cpc,0
U01025,2025-02-14 09:21:17,checkout,tablet,India,cpc,0
U01026,2025-04-10 17:00:00,view,mobile,UK,organic,0
U01027,2025-05-17 11:00:00,view,mobile,UK,referral,0
U01027,2025-05-17 11:34:46,add_to_cart,mobile,UK,referral,0
U01027,2025-05-17 12:10:48,checkout,mobile,UK,referral,0
U01027,2025-05-17 13:38:36,purchase,mobile,UK,referral,66.14
U01028,2025-01-14 20:00:00,view,mobile,UK,none,0
U01028,2025-01-14 20:15:16,add_to_cart,mobile,UK,none,0
U01029,2025-05-06 01:00:00,view,desktop,Canada,cpc,0
U01029,2025-05-06 01:14:44,add_to_cart,desktop,Canada,cpc,0
U01030,2025-02-11 09:00:00,view,mobile,Canada,organic,0
U01030,2025-02-11 09:28:21,add_to_cart,mobile,Canada,organic,0
U01030,2025-02-11 10:38:33,checkout,mobile,Canada,organic,0
U01031,2025-01-18 07:00:00,view,desktop,US,referral,0
U01031,2025-01-18 07:29:21,add_to_cart,desktop,US,referral,0
U01031,2025-01-18 07:41:39,checkout,desktop,US,referral,0
U01031,2025-01-18 09:10:07,purchase,desktop,US,referral,162.83
U01032,2025-03-06 07:00:00,view,mobile,US,cpc,0
U01033,2025-05-17 07:00:00,view,desktop,UK,organic,0
U01034,2025-03-06 02:00:00,view,mobile,Canada,referral,0
U01035,2025-06-01 21:00:00,view,desktop,US,organic,0
U01035,2025-06-01 21:04:04,add_to_cart,desktop,US,organic,0
U01035,2025-06-01 21:11:37,checkout,desktop,US,organic,0
U01035,2025-06-01 21:34:00,purchase,desktop,US,organic,120.79
U01036,2025-05-19 05:00:00,view,mobile,Brazil,cpc,0
U01037,2025-06-09 00:00:00,view,desktop,India,organic,0
U01037,2025-06-09 00:28:25,add_to_cart,desktop,India,organic,0
U01037,2025-06-09 00:33:50,checkout,desktop,India,organic,0
U01037,2025-06-09 01:24:07,purchase,desktop,India,organic,63.95
U01038,2025-04-29 21:00:00,view,tablet,India,none,0
U01038,2025-04-29 21:08:23,add_to_cart,tablet,India,none,0
U01039,2025-05-17 07:00:00,view,mobile,Canada,none,0
U01040,2025-04-26 23:00:00,view,desktop,India,referral,0
U01040,2025-04-26 23:20:44,add_to_cart,desktop,India,referral,0
U01041,2025-01-25 11:00:00,view,mobile,US,none,0
U01041,2025-01-25 11:08:46,add_to_cart,mobile,US,none,0
U01041,2025-01-25 11:37:48,checkout,mobile,US,none,0
U01041,2025-01-25 12:17:09,purchase,mobile,US,none,86.2
U01042,2025-01-17 01:00:00,view,mobile,Canada,referral,0
U01042,2025-01-17 01:02:00,add_to_cart,mobile,Canada,referral,0
U01042,2025-01-17 01:19:52,checkout,mobile,Canada,referral,0
U01042,2025-01-17 01:42:01,purchase,mobile,Canada,referral,134.88
U01043,2025-05-05 04:00:00,view,mobile,Canada,none,0
U01044,2025-01-07 12:00:00,view,mobile,US,none,0
U01044,2025-01-07 12:11:57,add_to_cart,mobile,US,none,0
U01045,2025-06-06 22:00:00,view,mobile,US,none,0
U01045,2025-06-06 22:13:10,add_to_cart,mobile,US,none,0
U01045,2025-06-06 22:45:37,checkout,mobile,US,none,0
U01045,2025-06-06 23:21:49,purchase,mobile,US,none,120.23
U01046,2025-06-26 06:00:00,view,desktop,India,none,0
U01046,2025-06-26 06:15:38,add_to_cart,desktop,India,none,0
U01046,2025-06-26 06:40:18,checkout,desktop,India,none,0
U01046,2025-06-26 07:20:01,purchase,desktop,India,none,47.38
U01047,2025-03-09 22:00:00,view,desktop,UK,organic,0
U01047,2025-03-09 22:10:05,add_to_cart,desktop,UK,organic,0
U01047,2025-03-09 22:38:37,checkout,desktop,UK,organic,0
U01047,2025-03-09 23:26:39,purchase,desktop,UK,organic,39.21
U01048,2025-06-05 13:00:00,view,desktop,Canada,organic,0
U01048,2025-06-05 13:21:00,add_to_cart,desktop,Canada,organic,0
U01049,2025-02-20 22:00:00,view,desktop,Canada,cpc,0
U01049,2025-02-20 22:18:21,add_to_cart,desktop,Canada,cpc,0
U01050,2025-03-01 22:00:00,view,mobile,US,organic,0
U01050,2025-03-01 22:10:40,add_to_cart,mobile,US,organic,0
U01050,2025-03-01 22:47:49,checkout,mobile,US,organic,0
U01050,2025-03-01 23:31:25,purchase,mobile,US,organic,78.52
U01051,2025-05-05 11:00:00,view,mobile,US,organic,0
U01051,2025-05-05 11:04:44,add_to_cart,mobile,US,organic,0
U01051,2025-05-05 11:58:52,checkout,mobile,US,organic,0
U01051,2025-05-05 12:39:51,purchase,mobile,US,organic,53.51
U01052,2025-05-07 10:00:00,view,mobile,US,organic,0
U01053,2025-03-22 04:00:00,view,tablet,Canada,organic,0
U01053,2025-03-22 04:23:57,add_to_cart,tablet,Canada,organic,0
U01053,2025-03-22 04:32:15,checkout,tablet,Canada,organic,0
U01054,2025-04-20 10:00:00,view,mobile,US,none,0
U01055,2025-01-24 11:00:00,view,desktop,Brazil,referral,0
U01055,2025-01-24 11:14:11,add_to_cart,desktop,Brazil,referral,0
U01055,2025-01-24 12:18:58,checkout,desktop,Brazil,referral,0
U01055,2025-01-24 12:45:12,purchase,desktop,Brazil,referral,147.25
U01056,2025-06-11 01:00:00,view,tablet,India,referral,0
U01057,2025-04-12 16:00:00,view,mobile,India,organic,0
U01057,2025-04-12 16:53:26,add_to_cart,mobile,India,organic,0
U01057,2025-04-12 17:50:08,checkout,mobile,India,organic,0
U01057,2025-04-12 18:12:43,purchase,mobile,India,organic,61.81
U01058,2025-03-25 19:00:00,view,mobile,US,referral,0
U01059,2025-02-14 12:00:00,view,tablet,India,cpc,0
U01059,2025-02-14 12:12:37,add_to_cart,tablet,India,cpc,0
U01060,2025-01-30 19:00:00,view,mobile,US,none,0
U01061,2025-02-15 02:00:00,view,mobile,Canada,organic,0
U01061,2025-02-15 03:21:19,add_to_cart,mobile,Canada,organic,0
U01061,2025-02-15 03:32:07,checkout,mobile,Canada,organic,0
U01061,2025-02-15 05:37:46,purchase,mobile,Canada,organic,60.85
U01062,2025-04-16 10:00:00,view,mobile,Canada,organic,0
U01062,2025-04-16 10:24:19,add_to_cart,mobile,Canada,organic,0
U01063,2025-02-02 23:00:00,view,tablet,India,none,0
U01064,2025-06-08 05:00:00,view,desktop,US,none,0
U01065,2025-06-27 14:00:00,view,mobile,US,cpc,0
U01065,2025-06-27 14:47:35,add_to_cart,mobile,US,cpc,0
U01066,2025-04-07 18:00:00,view,mobile,Canada,organic,0
U01067,2025-06-18 09:00:00,view,tablet,US,referral,0
U01067,2025-06-18 09:30:28,add_to_cart,tablet,US,referral,0
U01068,2025-06-11 18:00:00,view,desktop,US,organic,0
U01068,2025-06-11 18:17:41,add_to_cart,desktop,US,organic,0
U01068,2025-06-11 18:42:52,checkout,desktop,US,organic,0
U01068,2025-06-11 19:34:53,purchase,desktop,US,organic,122.26
U01069,2025-01-19 23:00:00,view,desktop,US,organic,0
U01070,2025-04-03 03:00:00,view,desktop,US,none,0
U01071,2025-05-11 09:00:00,view,desktop,US,organic,0
U01072,2025-02-07 10:00:00,view,desktop,US,organic,0
U01072,2025-02-07 10:02:00,add_to_cart,desktop,US,organic,0
U01072,2025-02-07 10:58:49,checkout,desktop,US,organic,0
U01072,2025-02-07 11:20:04,purchase,desktop,US,organic,109.53
U01073,2025-01-28 17:00:00,view,mobile,India,cpc,0
U01074,2025-04-24 16:00:00,view,desktop,US,organic,0
U01074,2025-04-24 16:09:05,add_to_cart,desktop,US,organic,0
U01075,2025-05-13 19:00:00,view,desktop,India,organic,0
U01076,2025-03-29 15:00:00,view,desktop,US,cpc,0
U01076,2025-03-29 15:17:56,add_to_cart,desktop,US,cpc,0
U01076,2025-03-29 15:32:51,checkout,desktop,US,cpc,0
U01077,2025-01-31 17:00:00,view,mobile,India,none,0
U01077,2025-01-31 17:09:01,add_to_cart,mobile,India,none,0
U01077,2025-01-31 17:34:24,checkout,mobile,India,none,0
U01078,2025-03-03 16:00:00,view,mobile,US,cpc,0
U01078,2025-03-03 16:51:51,add_to_cart,mobile,US,cpc,0
U01078,2025-03-03 17:10:40,checkout,mobile,US,cpc,0
U01079,2025-04-05 00:00:00,view,tablet,India,organic,0
U01079,2025-04-05 00:29:39,add_to_cart,tablet,India,organic,0
U01079,2025-04-05 01:23:46,checkout,tablet,India,organic,0
U01079,2025-04-05 01:55:48,purchase,tablet,India,organic,66.19
U01080,2025-03-29 02:00:00,view,desktop,US,cpc,0
U01080,2025-03-29 02:21:28,add_to_cart,desktop,US,cpc,0
U01080,2025-03-29 02:29:05,checkout,desktop,US,cpc,0
U01081,2025-04-28 02:00:00,view,mobile,UK,cpc,0
U01081,2025-04-28 02:08:45,add_to_cart,mobile,UK,cpc,0
U01081,2025-04-28 02:25:26,checkout,mobile,UK,cpc,0
U01082,2025-06-14 18:00:00,view,mobile,India,referral,0
U01082,2025-06-14 18:29:11,add_to_cart,mobile,India,referral,0
U01083,2025-02-03 04:00:00,view,tablet,US,cpc,0
U01083,2025-02-03 04:21:25,add_to_cart,tablet,US,cpc,0
U01083,2025-02-03 05:34:18,checkout,tablet,US,cpc,0
U01084,2025-06-16 11:00:00,view,desktop,US,referral,0
U01084,2025-06-16 11:17:34,add_to_cart,desktop,US,referral,0
U01084,2025-06-16 11:46:27,checkout,desktop,US,referral,0
U01084,2025-06-16 12:08:39,purchase,desktop,US,referral,131.84
U01085,2025-04-05 15:00:00,view,desktop,Canada,organic,0
U01085,2025-04-05 15:11:20,add_to_cart,desktop,Canada,organic,0
U01085,2025-04-05 15:55:13,checkout,desktop,Canada,organic,0
U01085,2025-04-05 16:20:10,purchase,desktop,Canada,organic,104.32
U01086,2025-06-02 00:00:00,view,mobile,US,cpc,0
U01087,2025-04-10 21:00:00,view,tablet,UK,referral,0
U01088,2025-03-26 15:00:00,view,desktop,India,referral,0
U01088,2025-03-26 15:10:07,add_to_cart,desktop,India,referral,0
U01088,2025-03-26 15:23:49,checkout,desktop,India,referral,0
U01088,2025-03-26 15:52:43,purchase,desktop,India,referral,93.59
U01089,2025-06-23 02:00:00,view,desktop,Canada,organic,0
U01089,2025-06-23 02:15:57,add_to_cart,desktop,Canada,organic,0
U01089,2025-06-23 02:48:30,checkout,desktop,Canada,organic,0
U01090,2025-02-19 20:00:00,view,desktop,US,cpc,0
U01091,2025-04-10 21:00:00,view,desktop,UK,referral,0
U01091,2025-04-10 21:15:50,add_to_cart,desktop,UK,referral,0
U01091,2025-04-10 21:29:18,checkout,desktop,UK,referral,0
U01091,2025-04-10 22:09:07,purchase,desktop,UK,referral,71.34
U01092,2025-03-30 06:00:00,view,mobile,Canada,organic,0
U01093,2025-03-06 15:00:00,view,mobile,US,organic,0
U01094,2025-03-03 10:00:00,view,mobile,India,organic,0
U01094,2025-03-03 10:13:42,add_to_cart,mobile,India,organic,0
U01095,2025-02-15 10:00:00,view,desktop,US,cpc,0
U01095,2025-02-15 10:06:38,add_to_cart,desktop,US,cpc,0
U01095,2025-02-15 10:31:34,checkout,desktop,US,cpc,0
U01095,2025-02-15 10:50:06,purchase,desktop,US,cpc,49.32
U01096,2025-01-24 15:00:00,view,mobile,US,referral,0
U01096,2025-01-24 15:09:58,add_to_cart,mobile,US,referral,0
U01096,2025-01-24 16:23:32,checkout,mobile,US,referral,0
U01096,2025-01-24 17:08:28,purchase,mobile,US,referral,58.07
U01097,2025-03-23 05:00:00,view,mobile,US,none,0
U01098,2025-01-19 18:00:00,view,mobile,India,organic,0
U01098,2025-01-19 18:08:29,add_to_cart,mobile,India,organic,0
U01098,2025-01-19 18:16:38,checkout,mobile,India,organic,0
U01098,2025-01-19 18:46:01,purchase,mobile,India,organic,86.32
U01099,2025-06-20 00:00:00,view,mobile,US,none,0
U01099,2025-06-20 00:15:43,add_to_cart,mobile,US,none,0
U01099,2025-06-20 00:23:20,checkout,mobile,US,none,0
U01099,2025-06-20 01:29:24,purchase,mobile,US,none,118.48
U01100,2025-02-08 15:00:00,view,desktop,US,organic,0
U01101,2025-01-10 21:00:00,view,desktop,UK,organic,0
U01101,2025-01-10 21:16:12,add_to_cart,desktop,UK,organic,0
U01101,2025-01-10 21:28:25,checkout,desktop,UK,organic,0
U01101,2025-01-10 21:48:30,purchase,desktop,UK,organic,111.23
U01102,2025-03-09 00:00:00,view,mobile,US,organic,0
U01102,2025-03-09 00:17:03,add_to_cart,mobile,US,organic,0
U01102,2025-03-09 00:35:35,checkout,mobile,US,organic,0
U01102,2025-03-09 00:57:37,purchase,mobile,US,organic,118.62
U01103,2025-06-12 06:00:00,view,mobile,US,organic,0
U01104,2025-02-06 17:00:00,view,desktop,Canada,organic,0
U01104,2025-02-06 17:24:37,add_to_cart,desktop,Canada,organic,0
U01105,2025-01-04 18:00:00,view,mobile,US,organic,0
U01105,2025-01-04 18:22:10,add_to_cart,mobile,US,organic,0
U01105,2025-01-04 18:59:12,checkout,mobile,US,organic,0
U01106,2025-04-12 11:00:00,view,mobile,US,organic,0
U01106,2025-04-12 11:23:18,add_to_cart,mobile,US,organic,0
U01106,2025-04-12 11:42:09,checkout,mobile,US,organic,0
U01106,2025-04-12 12:24:07,purchase,mobile,US,organic,125.65
U01107,2025-02-15 12:00:00,view,mobile,Brazil,organic,0
U01108,2025-01-13 13:00:00,view,tablet,US,cpc,0
U01109,2025-02-07 06:00:00,view,desktop,US,cpc,0
U01109,2025-02-07 06:42:00,add_to_cart,desktop,US,cpc,0
U01110,2025-01-09 17:00:00,view,mobile,US,none,0
U01110,2025-01-09 17:20:52,add_to_cart,mobile,US,none,0
U01110,2025-01-09 18:13:45,checkout,mobile,US,none,0
U01111,2025-03-01 12:00:00,view,desktop,UK,cpc,0
U01111,2025-03-01 12:03:28,add_to_cart,desktop,UK,cpc,0
U01112,2025-04-01 10:00:00,view,mobile,Brazil,none,0
U01112,2025-04-01 10:30:41,add_to_cart,mobile,Brazil,none,0
U01113,2025-01-04 07:00:00,view,desktop,India,referral,0
U01113,2025-01-04 07:43:08,add_to_cart,desktop,India,referral,0
U01113,2025-01-04 08:18:34,checkout,desktop,India,referral,0
U01113,2025-01-04 09:05:16,purchase,desktop,India,referral,120.85
U01114,2025-02-02 18:00:00,view,mobile,UK,organic,0
U01114,2025-02-02 18:25:34,add_to_cart,mobile,UK,organic,0
U01114,2025-02-02 18:43:39,checkout,mobile,UK,organic,0
U01114,2025-02-02 19:35:22,purchase,mobile,UK,organic,81.86
U01115,2025-02-24 14:00:00,view,desktop,US,organic,0
U01115,2025-02-24 14:02:00,add_to_cart,desktop,US,organic,0
U01115,2025-02-24 14:07:51,checkout,desktop,US,organic,0
U01115,2025-02-24 14:45:39,purchase,desktop,US,organic,64.74
U01116,2025-03-23 03:00:00,view,desktop,India,referral,0
U01116,2025-03-23 03:07:00,add_to_cart,desktop,India,referral,0
U01116,2025-03-23 03:29:15,checkout,desktop,India,referral,0
U01116,2025-03-23 04:26:08,purchase,desktop,India,referral,81.41
U01117,2025-02-18 14:00:00,view,mobile,Canada,cpc,0
U01117,2025-02-18 14:05:05,add_to_cart,mobile,Canada,cpc,0
U01117,2025-02-18 14:34:58,checkout,mobile,Canada,cpc,0
U01118,2025-01-18 11:00:00,view,mobile,India,none,0
U01119,2025-05-12 14:00:00,view,desktop,Canada,referral,0
U01119,2025-05-12 14:12:03,add_to_cart,desktop,Canada,referral,0
U01119,2025-05-12 14:18:40,checkout,desktop,Canada,referral,0
U01119,2025-05-12 15:12:10,purchase,desktop,Canada,referral,122.83
U01120,2025-04-17 21:00:00,view,mobile,Canada,referral,0
U01120,2025-04-17 21:54:50,add_to_cart,mobile,Canada,referral,0
U01120,2025-04-17 23:12:02,checkout,mobile,Canada,referral,0
U01120,2025-04-18 02:29:01,purchase,mobile,Canada,referral,117.45
U01121,2025-02-15 12:00:00,view,tablet,US,organic,0
U01121,2025-02-15 12:12:41,add_to_cart,tablet,US,organic,0
U01121,2025-02-15 12:31:16,checkout,tablet,US,organic,0
U01122,2025-02-07 08:00:00,view,mobile,UK,referral,0
U01122,2025-02-07 08:38:07,add_to_cart,mobile,UK,referral,0
U01122,2025-02-07 09:14:15,checkout,mobile,UK,referral,0
U01122,2025-02-07 09:56:06,purchase,mobile,UK,referral,85.24
U01123,2025-02-28 00:00:00,view,desktop,UK,cpc,0
U01123,2025-02-28 00:13:53,add_to_cart,desktop,UK,cpc,0
U01123,2025-02-28 00:26:54,checkout,desktop,UK,cpc,0
U01123,2025-02-28 01:17:10,purchase,desktop,UK,cpc,94.26
U01124,2025-05-16 04:00:00,view,mobile,Brazil,none,0
U01125,2025-01-06 06:00:00,view,desktop,US,cpc,0
U01125,2025-01-06 06:11:40,add_to_cart,desktop,US,cpc,0
U01126,2025-06-15 23:00:00,view,mobile,Brazil,organic,0
U01126,2025-06-15 23:48:48,add_to_cart,mobile,Brazil,organic,0
U01127,2025-02-20 17:00:00,view,desktop,US,organic,0
U01127,2025-02-20 17:20:25,add_to_cart,desktop,US,organic,0
U01128,2025-04-26 12:00:00,view,mobile,Brazil,cpc,0
U01128,2025-04-26 12:23:07,add_to_cart,mobile,Brazil,cpc,0
U01128,2025-04-26 12:29:30,checkout,mobile,Brazil,cpc,0
U01128,2025-04-26 13:06:22,purchase,mobile,Brazil,cpc,91.73
U01129,2025-03-26 09:00:00,view,mobile,UK,referral,0
U01129,2025-03-26 09:12:57,add_to_cart,mobile,UK,referral,0
U01129,2025-03-26 10:20:25,checkout,mobile,UK,referral,0
U01129,2025-03-26 11:59:59,purchase,mobile,UK,referral,128.32
U01130,2025-04-15 17:00:00,view,mobile,UK,organic,0
U01131,2025-04-23 23:00:00,view,desktop,US,cpc,0
U01131,2025-04-23 23:11:41,add_to_cart,desktop,US,cpc,0
U01131,2025-04-23 23:32:46,checkout,desktop,US,cpc,0
U01131,2025-04-23 23:52:10,purchase,desktop,US,cpc,70.53
U01132,2025-06-23 11:00:00,view,mobile,UK,none,0
U01132,2025-06-23 11:08:47,add_to_cart,mobile,UK,none,0
U01132,2025-06-23 11:34:57,checkout,mobile,UK,none,0
U01133,2025-04-07 10:00:00,view,mobile,US,organic,0
U01133,2025-04-07 10:11:07,add_to_cart,mobile,US,organic,0
U01134,2025-05-15 05:00:00,view,desktop,US,organic,0
U01134,2025-05-15 05:15:55,add_to_cart,desktop,US,organic,0
U01134,2025-05-15 05:37:27,checkout,desktop,US,organic,0
U01134,2025-05-15 06:11:54,purchase,desktop,US,organic,110.79
U01135,2025-05-29 09:00:00,view,desktop,Canada,cpc,0
U01136,2025-03-22 02:00:00,view,desktop,US,cpc,0
U01136,2025-03-22 02:13:25,add_to_cart,desktop,US,cpc,0
U01136,2025-03-22 03:09:48,checkout,desktop,US,cpc,0
U01137,2025-01-27 17:00:00,view,desktop,US,none,0
U01138,2025-01-26 00:00:00,view,desktop,US,cpc,0
U01139,2025-04-30 12:00:00,view,tablet,US,none,0
U01139,2025-04-30 12:54:39,add_to_cart,tablet,US,none,0
U01140,2025-04-10 18:00:00,view,mobile,India,referral,0
U01140,2025-04-10 18:08:45,add_to_cart,mobile,India,referral,0
U01140,2025-04-10 18:45:20,checkout,mobile,India,referral,0
U01140,2025-04-10 18:54:28,purchase,mobile,India,referral,90.24
U01141,2025-05-09 22:00:00,view,mobile,US,referral,0
U01141,2025-05-09 22:15:53,add_to_cart,mobile,US,referral,0
U01141,2025-05-09 22:34:30,checkout,mobile,US,referral,0
U01141,2025-05-10 00:40:30,purchase,mobile,US,referral,108.0
U01142,2025-06-28 20:00:00,view,desktop,UK,referral,0
U01143,2025-05-14 16:00:00,view,mobile,India,none,0
U01143,2025-05-14 16:31:03,add_to_cart,mobile,India,none,0
U01144,2025-05-23 01:00:00,view,mobile,UK,cpc,0
U01144,2025-05-23 01:21:21,add_to_cart,mobile,UK,cpc,0
U01144,2025-05-23 01:50:55,checkout,mobile,UK,cpc,0
U01144,2025-05-23 02:07:59,purchase,mobile,UK,cpc,65.72
U01145,2025-04-01 11:00:00,view,mobile,UK,organic,0
U01146,2025-01-30 12:00:00,view,mobile,UK,organic,0
U01146,2025-01-30 12:16:40,add_to_cart,mobile,UK,organic,0
U01147,2025-04-13 13:00:00,view,mobile,US,cpc,0
U01147,2025-04-13 13:13:55,add_to_cart,mobile,US,cpc,0
U01147,2025-04-13 13:23:36,checkout,mobile,US,cpc,0
U01147,2025-04-13 13:33:41,purchase,mobile,US,cpc,84.73
U01148,2025-05-24 08:00:00,view,tablet,India,cpc,0
U01148,2025-05-24 08:53:17,add_to_cart,tablet,India,cpc,0
U01149,2025-02-26 07:00:00,view,desktop,India,referral,0
U01149,2025-02-26 07:31:06,add_to_cart,desktop,India,referral,0
U01149,2025-02-26 07:39:35,checkout,desktop,India,referral,0
U01149,2025-02-26 08:57:43,purchase,desktop,India,referral,73.99
U01150,2025-04-20 15:00:00,view,desktop,UK,organic,0
U01150,2025-04-20 15:22:00,add_to_cart,desktop,UK,organic,0
U01150,2025-04-20 15:24:00,checkout,desktop,UK,organic,0
U01150,2025-04-20 16:06:08,purchase,desktop,UK,organic,108.82
U01151,2025-06-04 18:00:00,view,tablet,UK,organic,0
U01151,2025-06-04 18:07:37,add_to_cart,tablet,UK,organic,0
U01151,2025-06-04 18:52:26,checkout,tablet,UK,organic,0
U01151,2025-06-04 20:04:26,purchase,tablet,UK,organic,80.8
U01152,2025-01-12 16:00:00,view,mobile,Canada,organic,0
U01152,2025-01-12 16:16:36,add_to_cart,mobile,Canada,organic,0
U01153,2025-03-02 07:00:00,view,desktop,Canada,organic,0
U01153,2025-03-02 07:10:47,add_to_cart,desktop,Canada,organic,0
U01153,2025-03-02 07:22:15,checkout,desktop,Canada,organic,0
U01153,2025-03-02 08:24:39,purchase,desktop,Canada,organic,85.3
U01154,2025-06-25 10:00:00,view,desktop,India,referral,0
U01155,2025-03-11 03:00:00,view,desktop,US,referral,0
U01156,2025-01-14 12:00:00,view,desktop,UK,none,0
U01156,2025-01-14 12:10:57,add_to_cart,desktop,UK,none,0
U01156,2025-01-14 12:29:48,checkout,desktop,UK,none,0
U01156,2025-01-14 13:23:54,purchase,desktop,UK,none,73.69
U01157,2025-06-23 14:00:00,view,mobile,UK,none,0
U01157,2025-06-23 14:28:26,add_to_cart,mobile,UK,none,0
U01157,2025-06-23 14:56:07,checkout,mobile,UK,none,0
U01158,2025-02-28 04:00:00,view,desktop,Brazil,cpc,0
U01159,2025-02-04 00:00:00,view,desktop,US,referral,0
U01159,2025-02-04 00:08:18,add_to_cart,desktop,US,referral,0
U01159,2025-02-04 00:25:38,checkout,desktop,US,referral,0
U01159,2025-02-04 01:02:49,purchase,desktop,US,referral,90.67
U01160,2025-05-19 00:00:00,view,tablet,India,cpc,0
U01161,2025-01-08 03:00:00,view,mobile,UK,organic,0
U01161,2025-01-08 03:50:54,add_to_cart,mobile,UK,organic,0
U01161,2025-01-08 04:19:02,checkout,mobile,UK,organic,0
U01162,2025-04-19 02:00:00,view,mobile,US,cpc,0
U01163,2025-05-09 15:00:00,view,mobile,US,referral,0
U01163,2025-05-09 15:06:20,add_to_cart,mobile,US,referral,0
U01164,2025-02-28 13:00:00,view,tablet,US,none,0
U01165,2025-05-21 05:00:00,view,desktop,US,organic,0
U01165,2025-05-21 05:06:38,add_to_cart,desktop,US,organic,0
U01165,2025-05-21 05:37:30,checkout,desktop,US,organic,0
U01165,2025-05-21 05:57:02,purchase,desktop,US,organic,113.98
U01166,2025-02-26 09:00:00,view,tablet,UK,none,0
U01166,2025-02-26 09:11:41,add_to_cart,tablet,UK,none,0
U01166,2025-02-26 09:40:38,checkout,tablet,UK,none,0
U01167,2025-05-30 15:00:00,view,mobile,Canada,none,0
U01167,2025-05-30 15:15:57,add_to_cart,mobile,Canada,none,0
U01168,2025-05-15 12:00:00,view,mobile,India,organic,0
U01169,2025-05-01 17:00:00,view,mobile,UK,organic,0
U01169,2025-05-01 17:09:11,add_to_cart,mobile,UK,organic,0
U01169,2025-05-01 17:19:17,checkout,mobile,UK,organic,0
U01169,2025-05-01 19:00:02,purchase,mobile,UK,organic,40.24
U01170,2025-02-18 22:00:00,view,mobile,US,cpc,0
U01170,2025-02-18 22:23:39,add_to_cart,mobile,US,cpc,0
U01170,2025-02-18 22:48:34,checkout,mobile,US,cpc,0
U01170,2025-02-18 23:28:58,purchase,mobile,US,cpc,63.4
U01171,2025-05-15 06:00:00,view,mobile,US,none,0
U01172,2025-04-28 03:00:00,view,desktop,UK,cpc,0
U01172,2025-04-28 03:11:03,add_to_cart,desktop,UK,cpc,0
U01172,2025-04-28 03:49:47,checkout,desktop,UK,cpc,0
U01172,2025-04-28 04:19:26,purchase,desktop,UK,cpc,95.82
U01173,2025-06-22 21:00:00,view,desktop,US,none,0
U01174,2025-02-27 02:00:00,view,mobile,Canada,cpc,0
U01175,2025-02-18 12:00:00,view,desktop,Canada,referral,0
U01175,2025-02-18 12:15:14,add_to_cart,desktop,Canada,referral,0
U01175,2025-02-18 12:23:53,checkout,desktop,Canada,referral,0
U01175,2025-02-18 12:34:35,purchase,desktop,Canada,referral,58.9
U01176,2025-01-19 11:00:00,view,tablet,India,organic,0
U01177,2025-06-06 08:00:00,view,mobile,Brazil,organic,0
U01177,2025-06-06 08:11:01,add_to_cart,mobile,Brazil,organic,0
U01178,2025-02-25 11:00:00,view,desktop,Brazil,organic,0
U01178,2025-02-25 11:36:17,add_to_cart,desktop,Brazil,organic,0
U01178,2025-02-25 11:54:05,checkout,desktop,Brazil,organic,0
U01178,2025-02-25 12:34:56,purchase,desktop,Brazil,organic,80.8
U01179,2025-05-20 07:00:00,view,mobile,US,organic,0
U01180,2025-03-07 11:00:00,view,mobile,US,organic,0
U01180,2025-03-07 11:17:14,add_to_cart,mobile,US,organic,0
U01180,2025-03-07 11:58:56,checkout,mobile,US,organic,0
U01180,2025-03-07 12:42:10,purchase,mobile,US,organic,77.52
U01181,2025-04-04 00:00:00,view,desktop,US,none,0
U01181,2025-04-04 00:34:06,add_to_cart,desktop,US,none,0
U01181,2025-04-04 00:44:23,checkout,desktop,US,none,0
U01181,2025-04-04 00:55:09,purchase,desktop,US,none,40.08
U01182,2025-01-17 09:00:00,view,desktop,UK,cpc,0
U01182,2025-01-17 09:33:06,add_to_cart,desktop,UK,cpc,0
U01182,2025-01-17 09:59:34,checkout,desktop,UK,cpc,0
U01182,2025-01-17 10:13:50,purchase,desktop,UK,cpc,78.47
U01183,2025-03-02 13:00:00,view,desktop,Brazil,referral,0
U01183,2025-03-02 13:07:56,add_to_cart,desktop,Brazil,referral,0
U01183,2025-03-02 13:28:07,checkout,desktop,Brazil,referral,0
